0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 25075
0, 3400
1, 1700
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 34850
0, 3400
1, 1700
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 1275
0, 425
1, 425
0, 425
1, 1275
0, 425
1, 1275
0, 425
